id	jurisdiction	full_name
paoytermctlehig	ST	Lehigh County Court of Oyer and Terminer
paoytermctluzer	ST	Luzerne County Court of Oyer and Terminer
paoytermctmerce	ST	Mercer County Court of Oyer and Terminer
paoytermctmontg	ST	Montgomery County Court of Oyer and Terminer
paoytermctnorth	ST	Northampton County Court of Oyer and Terminer
paoytermctperry	ST	Perry County Court of Oyer and Terminer
paoytermctphila	ST	Philadelphia County Court of Oyer and Terminer
paoytermctschuy	ST	Schuylkill County Court of Oyer and Terminer
paoytermctsomer	ST	Somerset County Ct. Oyer & Terminer
paoytermctvenan	ST	Venango County Court of Oyer and Terminer
paoytermctwestm	ST	Westmoreland County Court of Oyer and Terminer
paoytermctyork	ST	York County Court of Oyer and Terminer
paqtrsessadams	ST	Adams County Court of Quarter Sessions
paqtrsessallegh	ST	Allegheny County Court of Quarter Sessions
paqtrsessarmstr	ST	Armstrong County Court of Quarter Sessions
paqtrsessbeaver	ST	Beaver County Court of Quarter Sessions
paqtrsessbedfor	ST	Bedford County Court of Quarter Sessions
paqtrsessberks	ST	Berks County Court of Quarter Sessions
paqtrsessblair	ST	Blair County Court of Quarter Sessions
paqtrsessbradfo	ST	Bradford County Court of Quarter Sessions
paqtrsessbucks	ST	Bucks County Court of Quarter Sessions
paqtrsessbutler	ST	Butler County Court of Quarter Sessions
paqtrsesscambri	ST	Cambria County Court of Quarter Sessions
paqtrsesscamero	ST	Cameron County Court of Quarter Sessions
paqtrsesscarbon	ST	Carbon County Court of Quarter Sessions
paqtrsesscentre	ST	Centre County Court of Quarter Sessions
paqtrsesscheste	ST	Chester County Court of Quarter Sessions
paqtrsessclario	ST	Clarion County Court of Quarter Sessions
paqtrsessclearf	ST	Clearfield County Court of Quarter Sessions
paqtrsessclinto	ST	Clinton County Court of Quarter Sessions
paqtrsesscolumb	ST	Columbia County Court of Quarter Sessions
paqtrsesscrawfo	ST	Crawford County Court of Quarter Sessions
paqtrsesscumber	ST	Cumberland County Court of Quarter Sessions
paqtrsessdauphi	ST	Dauphin County Court of Quarter Sessions
paqtrsessdelawa	ST	Delaware County Court of Quarter Sessions
paqtrsesselk	ST	Elk County Court of Quarter Sessions
paqtrsesserie	ST	Erie County Court of Quarter Sessions
paqtrsessfayett	ST	Fayette County Court of Quarter Sessions
paqtrsessfrankl	ST	Franklin County Court of Quarter Sessions
paqtrsessfulton	ST	Fulton County Court of Quarter Sessions
paqtrsessgreene	ST	Greene County Court of Quarter Sessions
paqtrsesshuntin	ST	Huntingdon County Court of Quarter Sessions
paqtrsessindian	ST	Indiana County Court of Quarter Sessions
paqtrsessjeffer	ST	Jefferson County Court of Quarter Sessions
paqtrsessjuniat	ST	Juniata County Court of Quarter Sessions
paqtrsesslackaw	ST	Lackawanna County Court of Quarter Sessions
paqtrsesslancas	ST	Lancaster County Court of Quarter Sessions
paqtrsesslawren	ST	Lawrence County Court of Quarter Sessions
paqtrsesslebano	ST	Lebanon County Court of Quarter Sessions
paqtrsesslehigh	ST	Lehigh County Court of Quarter Sessions
paqtrsessluzern	ST	Luzerne County Court of Quarter Sessions
paqtrsesslycomi	ST	Lycoming County Court of Quarter Sessions
paqtrsessmckean	ST	McKean County Court of Quarter Sessions
paqtrsessmercer	ST	Mercer County Court of Quarter Sessions
paqtrsessmiffli	ST	Mifflin County Court of Quarter Sessions
paqtrsessmonroe	ST	Monroe County Court of Quarter Sessions
paqtrsessmontgo	ST	Montgomery County Court of Quarter Sessions
paqtrsessmontou	ST	Montour County Court of Quarter Sessions
paqtrsessnortha	ST	Northampton County Court of Quarter Sessions
paqtrsessnorthu	ST	Northumberland County Court of Quarter Sessions
paqtrsessperry	ST	Perry County Court of Quarter Sessions
paqtrsessphilad	ST	Philadelphia County Court of Quarter Sessions
paqtrsesspike	ST	Pike County Court of Quarter Sessions
paqtrsesspotter	ST	Potter County Court of Quarter Sessions
paqtrsessschuyl	ST	Schuylkill County Court of Quarter Sessions
paqtrsesssnyder	ST	Snyder County Court of Quarter Sessions
paqtrsesssomers	ST	Somerset County Court of Quarter Sessions
paqtrsesssulliv	ST	Sullivan County Court of Quarter Sessions
paqtrsesssusque	ST	Susquehanna County Court of Quarter Sessions
paqtrsesstioga	ST	Tioga County Court of Quarter Sessions
paqtrsessunion	ST	Union County Court of Quarter Sessions
paqtrsessvenang	ST	Venango County Court of Quarter Sessions
paqtrsesswarren	ST	Warren County Court of Quarter Sessions
paqtrsesswashin	ST	Washington County Court of Quarter Sessions
paqtrsesswayne	ST	Wayne County Court of Quarter Sessions
paqtrsesswestmo	ST	Westmoreland County Court of Quarter Sessions
paqtrsesswyomin	ST	Wyoming County Court of Quarter Sessions
paqtrsessyork	ST	York County Court of Quarter Sessions
philactnp	ST	Philadelphia Court of Nisi Prius
philamayorct	ST	Philadelphia Mayor's Court
placerdistct	ST	Placer District Court, California
privycoun	ST	Committee of the Privy Council
sacdistct	ST	Sacramento District Court
santacruzdistct	ST	Santa Cruz District Court
sfdistct	ST	San Fransisco District Court
shastadistct	ST	Shasta District Court
siskiyoudistct	ST	Siskiyou District Court
supbenbaltcty	ST	Supreme Bench of Baltimore City
superctny	ST	The Superior Court of the City of New York and Buffalo
superctsc	ST	Superior Court of South Carolina
texbizct	ST	Texas Business Court
texcrimdistct1	ST	Texas Criminal District Court, No. 1, Dallas City
texcrimdistct2	ST	Texas Criminal District Court, No. 2, Dallas City
texcrimdistct3	ST	Texas Criminal District Court, No. 3, Dallas City
texcrimdistct4	ST	Texas Criminal District Court, No. 4, Dallas City
texcrimdistct5	ST	Texas Criminal District Court, No. 5, Dallas City
texcrimdistct6	ST	Texas Criminal District Court, No. 6, Dallas City
texcrimdistct7	ST	Texas Criminal District Court, No. 7, Dallas City
texcrimdistct8	ST	Texas Criminal District Court, Jefferson City
texctyct	ST	Texas City Court
texctyct1	ST	Texas City Court, Angelina City
texctyct10	ST	Texas City Court, Bexar City Court at Law No. 2
texctyct100	ST	Texas City Court, Lamar City
texctyct101	ST	Texas City Court, Leon City
texctyct102	ST	Texas City Court, Liberty City Court at Law
texctyct103	ST	Texas City Court, Lubbock City Court at Law No. 1
texctyct104	ST	Texas City Court, McCulloch City
texctyct105	ST	Texas City Court, McLennan City
texctyct106	ST	Texas City Court, McLennan City Court at Law No. 2
texctyct107	ST	Texas City Court, Midland City
texctyct108	ST	Texas City Court, Montgomery City
texctyct109	ST	Texas City Court, Montgomery City Court at Law No. 1
texctyct11	ST	Texas City Court, Bexar City Court at Law No. 3
texctyct110	ST	Texas City Court, Montgomery City Court at Law No. 2
texctyct111	ST	Texas City Court, Montgomery City Court at Law No. 3
texctyct112	ST	Texas City Court, Montgomery City Court at Law No. 4
texctyct113	ST	Texas City Court, Montgomery City Court at Law No. 5
texctyct114	ST	Texas City Court, Nacogdoches City
texctyct115	ST	Texas City Court, Nueces City Court at Law No. 1
texctyct116	ST	Texas City Court, Nueces City Court at Law No. 2
texctyct117	ST	Texas City Court, Nueces City Court at Law No. 3
texctyct118	ST	Texas City Court, Nueces City Court at Law No. 4
texctyct119	ST	Texas City Court, Nueces City Court at Law No. 5
texctyct12	ST	Texas City Court, Bexar City Court at Law No. 5
texctyct120	ST	Texas City Court, Ochiltree City
texctyct121	ST	Texas City Court, Orange City
texctyct122	ST	Texas City Court, Orange City Court at Law No. 2
texctyct123	ST	Texas City Court, Panola City
texctyct124	ST	Texas City Court, Parker City Court at Law No. 1
texctyct125	ST	Texas City Court, Polk City
texctyct126	ST	Texas City Court, Polk City Court at Law
texctyct127	ST	Texas City Court, Potter City
texctyct128	ST	Texas City Court, Potter City Court at Law No. 1
texctyct129	ST	Texas City Court, Red River City
texctyct13	ST	Texas City Court, Bowie City Court at Law
texctyct130	ST	Texas City Court, San Jacinto City
texctyct131	ST	Texas City Court, San Patricio City
texctyct132	ST	Texas City Court, San Patricio City Court at Law
texctyct133	ST	Texas City Court, Smith City Court at Law No. 2
texctyct134	ST	Texas City Court, Tarrant City
texctyct135	ST	Texas City Court, Tarrant City Court at Law No. 1
texctyct136	ST	Texas City Court, Tarrant City Court at Law No. 2
texctyct137	ST	Texas City Court, Tarrant City Court at Law No. 3
texctyct138	ST	Texas City Court, Taylor City Court at Law No. 2
texctyct139	ST	Texas City Court, Travis City
texctyct14	ST	Texas City Court, Brazoria City Court at Law No. 2
texctyct140	ST	Texas City Court, Travis City Court at Law No. 1
texctyct141	ST	Texas City Court, Travis City Court at Law No. 2
texctyct142	ST	Texas City Court, Travis City Court at Law No. 3
texctyct143	ST	Texas City Court, Trinity City
texctyct144	ST	Texas City Court, Val Verde City Court at Law
texctyct145	ST	Texas City Court, Walker City Court at Law
texctyct146	ST	Texas City Court, Waller City
texctyct147	ST	Texas City Court, Waller City Court at Law
texctyct148	ST	Texas City Court, Wash. City Court at Law
texctyct149	ST	Texas City Court, Webb City Court at Law No. 1
texctyct15	ST	Texas City Court, Brazoria City Court at Law No. 3
texctyct150	ST	Texas City Court, Webb City Court at Law No. 2
texctyct151	ST	Texas City Court, Wichita City Court at Law No. 2
texctyct152	ST	Texas City Court, Willacy City
texctyct153	ST	Texas City Court, Williamson City Court at Law No. 1
texctyct154	ST	Texas City Court, Williamson City Court at Law No. 2
texctyct155	ST	Texas City Court, Williamson City Court at Law No. 3
texctyct156	ST	Texas City Court, Williamson City Court at Law No. 4
texctyct157	ST	Texas City Court, Young City
texctyct16	ST	Texas City Court, Brazoria City Court at Law No. 4
texctyct17	ST	Texas City Court, Brazos City Court at Law No. 1
texctyct18	ST	Texas City Court, Brazos City Court at Law No. 2
texctyct19	ST	Texas City Court, Burnet City
texctyct2	ST	Texas City Court, Angelina City Court at Law No. 1
texctyct20	ST	Texas City Court, Burnet City Court at Law
texctyct21	ST	Texas City Court, Caldwell City
texctyct22	ST	Texas City Court, Caldwell City Court at Law
texctyct23	ST	Texas City Court, Calhoun City Court at Law No. 1
texctyct24	ST	Texas City Court, Cameron City Court at Law No. 1
texctyct25	ST	Texas City Court, Cameron City Court at Law No. 2
texctyct26	ST	Texas City Court, Cameron City Court at Law No. 3
texctyct27	ST	Texas City Court, Chambers City
texctyct28	ST	Texas City Court, Cherokee City Court at Law
texctyct29	ST	Texas City Court, Collin City Court at Law No. 4
texctyct3	ST	Texas City Court, Austin City
texctyct30	ST	Texas City Court, Collin City Court at Law No. 5
texctyct31	ST	Texas City Court, Collin City Court at Law No. 6
texctyct32	ST	Texas City Court, Comal City Court at Law No. 1
texctyct33	ST	Texas City Court, Coryell City Court at Law
texctyct34	ST	Texas City Court, Dallas City
texctyct35	ST	Texas City Court, Dallas City Court at Law No. 1
texctyct36	ST	Texas City Court, Dallas City Court at Law No. 2
texctyct37	ST	Texas City Court, Dallas City Court at Law No. 3
texctyct38	ST	Texas City Court, Dallas City Court at Law No. 4
texctyct39	ST	Texas City Court, Dallas City Court at Law No. 5
texctyct4	ST	Texas City Court, Austin City Court at Law
texctyct40	ST	Texas City Court, Dallas City Criminal Court No. 1
texctyct41	ST	Texas City Court, Dallas City Criminal Court No. 3
texctyct42	ST	Texas City Court, Dallas City Criminal Court No. 5
texctyct43	ST	Texas City Court, Dallas City Criminal Court No. 6
texctyct44	ST	Texas City Court, Dallas City Criminal Court No. 7
texctyct45	ST	Texas City Court, Dallas City Criminal Court No. 10
texctyct46	ST	Texas City Court, Denton City Court at Law No. 2
texctyct47	ST	Texas City Court, Denton City Criminal Court No. 1
texctyct48	ST	Texas City Court, Denton City Criminal Court No. 3
texctyct49	ST	Texas City Court, Ector City Court at Law No. 2
texctyct5	ST	Texas City Court, Bastrop City
texctyct50	ST	Texas City Court, El Paso City Court at Law No. 1
texctyct51	ST	Texas City Court, El Paso City Court at Law No. 2
texctyct52	ST	Texas City Court, El Paso City Court at Law No. 3
texctyct53	ST	Texas City Court, El Paso City Court at Law No. 5
texctyct54	ST	Texas City Court, El Paso City Court at Law No. 6
texctyct55	ST	Texas City Court, El Paso City Court at Law No. 7
texctyct56	ST	Texas City Court, Fort Bend City
texctyct57	ST	Texas City Court, Fort Bend City Court at Law No. 1
texctyct58	ST	Texas City Court, Fort Bend City Court at Law No. 2
texctyct59	ST	Texas City Court, Fort Bend City Court at Law No. 3
texctyct6	ST	Texas City Court, Bell City Court at Law No. 1
texctyct60	ST	Texas City Court, Fort Bend City Court at Law No. 4
texctyct61	ST	Texas City Court, Franklin City
texctyct62	ST	Texas City Court, Galveston City
texctyct63	ST	Texas City Court, Galveston City Court at Law No. 1
texctyct64	ST	Texas City Court, Galveston City Court at Law No. 2
texctyct65	ST	Texas City Court, Galveston City Court at Law No. 3
texctyct66	ST	Texas City Court, Grayson City Court at Law No. 2
texctyct67	ST	Texas City Court, Gregg City Court at Law No. 2
texctyct68	ST	Texas City Court, Guadalupe City
texctyct69	ST	Texas City Court, Harris City
texctyct7	ST	Texas City Court, Bell City Court at Law No. 3
texctyct70	ST	Texas City Court, Harris City Criminal Court at Law No.
texctyct71	ST	Texas City Court, Harris City Criminal Court at Law No.
texctyct72	ST	Texas City Court, Harris City Criminal Court at Law No.
texctyct73	ST	Texas City Court, Harris City Civ. Court at Law No. 1
texctyct74	ST	Texas City Court, Harris City Civ. Court at Law No. 2
texctyct75	ST	Texas City Court, Harris City Civ. Court at Law No. 3
texctyct76	ST	Texas City Court, Harris City Civ. Court at Law No. 4
texctyct77	ST	Texas City Court, Hays City
texctyct78	ST	Texas City Court, Henderson City
texctyct79	ST	Texas City Court, Hidalgo City Court at Law No. 1
texctyct8	ST	Texas City Court, Bexar City
texctyct80	ST	Texas City Court, Hidalgo City Court at Law No. 4
texctyct81	ST	Texas City Court, Hidalgo City Court at Law No. 5
texctyct82	ST	Texas City Court, Hidalgo City Court at Law No. 6
texctyct83	ST	Texas City Court, Hidalgo City Court at Law No. 7
texctyct84	ST	Texas City Court, Hidalgo City Court at Law No. 8
texctyct85	ST	Texas City Court, Hill City
texctyct86	ST	Texas City Court, Hood City
texctyct87	ST	Texas City Court, Hopkins City
texctyct88	ST	Texas City Court, Houston City
texctyct89	ST	Texas City Court, Howard City
texctyct9	ST	Texas City Court, Bexar City Court at Law No. 1
texctyct90	ST	Texas City Court, Jasper City
texctyct91	ST	Texas City Court, Jefferson City
texctyct92	ST	Texas City Court, Jefferson City Court at Law No. 1
texctyct93	ST	Texas City Court, Jefferson City Court at Law No. 2
texctyct94	ST	Texas City Court, Karnes City
texctyct95	ST	Texas City Court, Kaufman City Court at Law No. 2
texctyct96	ST	Texas City Court, Kendall City
texctyct97	ST	Texas City Court, Kerr City
texctyct98	ST	Texas City Court, Kerr City Court at Law
texctyct99	ST	Texas City Court, Kleberg City
texdistct	ST	Texas District Court
texdistct1	ST	Texas 1st Judicial District Court
texdistct10	ST	Texas 9th Judicial District Court
texdistct100	ST	Texas 99th Judicial District Court
texdistct101	ST	Texas 100th Judicial District Court
texdistct102	ST	Texas 101st Judicial District Court
texdistct103	ST	Texas 102nd Judicial District Court
texdistct104	ST	Texas 103rd Judicial District Court
texdistct105	ST	Texas 104th Judicial District Court
texdistct106	ST	Texas 105th Judicial District Court
texdistct107	ST	Texas 106th Judicial District Court
texdistct108	ST	Texas 107th Judicial District Court
texdistct109	ST	Texas 108th Judicial District Court
texdistct11	ST	Texas 10th Judicial District Court
texdistct110	ST	Texas 109th Judicial District Court
texdistct111	ST	Texas 110th Judicial District Court
texdistct112	ST	Texas 111th Judicial District Court
texdistct113	ST	Texas 112th Judicial District Court
texdistct114	ST	Texas 113th Judicial District Court
texdistct115	ST	Texas 114th Judicial District Court
texdistct116	ST	Texas 115th Judicial District Court
texdistct117	ST	Texas 116th Judicial District Court
texdistct118	ST	Texas 117th Judicial District Court
texdistct119	ST	Texas 118th Judicial District Court
texdistct12	ST	Texas 11th Judicial District Court
texdistct120	ST	Texas 119th Judicial District Court
texdistct121	ST	Texas 120th Judicial District Court
texdistct122	ST	Texas 121st Judicial District Court
texdistct123	ST	Texas 122nd Judicial District Court
texdistct124	ST	Texas 123rd Judicial District Court
texdistct125	ST	Texas 124th Judicial District Court
texdistct126	ST	Texas 125th Judicial District Court
texdistct127	ST	Texas 126th Judicial District Court
texdistct128	ST	Texas 127th Judicial District Court
texdistct129	ST	Texas 128th Judicial District Court
texdistct13	ST	Texas 12th Judicial District Court
texdistct130	ST	Texas 129th Judicial District Court
texdistct131	ST	Texas 130th Judicial District Court
texdistct132	ST	Texas 131st Judicial District Court
texdistct133	ST	Texas 132nd Judicial District Court
texdistct134	ST	Texas 133rd Judicial District Court
texdistct135	ST	Texas 134th Judicial District Court
texdistct136	ST	Texas 135th Judicial District Court
texdistct137	ST	Texas 136th Judicial District Court
texdistct138	ST	Texas 137th Judicial District Court
texdistct139	ST	Texas 138th Judicial District Court
texdistct14	ST	Texas 13th Judicial District Court
texdistct140	ST	Texas 139th Judicial District Court
texdistct141	ST	Texas 140th Judicial District Court
texdistct142	ST	Texas 141st Judicial District Court
texdistct143	ST	Texas 142nd Judicial District Court
texdistct144	ST	Texas 143rd Judicial District Court
texdistct145	ST	Texas 144th Judicial District Court
texdistct146	ST	Texas 145th Judicial District Court
texdistct147	ST	Texas 146th Judicial District Court
texdistct148	ST	Texas 147th Judicial District Court
texdistct149	ST	Texas 148th Judicial District Court
texdistct15	ST	Texas 14th Judicial District Court
texdistct150	ST	Texas 149th Judicial District Court
texdistct151	ST	Texas 150th Judicial District Court
texdistct152	ST	Texas 151st Judicial District Court
texdistct153	ST	Texas 152nd Judicial District Court
texdistct154	ST	Texas 153rd Judicial District Court
texdistct155	ST	Texas 154th Judicial District Court
texdistct156	ST	Texas 155th Judicial District Court
texdistct157	ST	Texas 156th Judicial District Court
texdistct158	ST	Texas 157th Judicial District Court
texdistct159	ST	Texas 158th Judicial District Court
texdistct16	ST	Texas 15th Judicial District Court
texdistct160	ST	Texas 159th Judicial District Court
texdistct161	ST	Texas 160th Judicial District Court
texdistct162	ST	Texas 161st Judicial District Court
texdistct163	ST	Texas 162nd Judicial District Court
texdistct164	ST	Texas 163rd Judicial District Court
texdistct165	ST	Texas 164th Judicial District Court
texdistct166	ST	Texas 165th Judicial District Court
texdistct167	ST	Texas 166th Judicial District Court
texdistct168	ST	Texas 167th Judicial District Court
texdistct169	ST	Texas 168th Judicial District Court
texdistct17	ST	Texas 16th Judicial District Court
texdistct170	ST	Texas 169th Judicial District Court
texdistct171	ST	Texas 170th Judicial District Court
texdistct172	ST	Texas 171st Judicial District Court
texdistct173	ST	Texas 172nd Judicial District Court
texdistct174	ST	Texas 173rd Judicial District Court
texdistct175	ST	Texas 174th Judicial District Court
texdistct176	ST	Texas 175th Judicial District Court
texdistct177	ST	Texas 176th Judicial District Court
texdistct178	ST	Texas 177th Judicial District Court
texdistct179	ST	Texas 178th Judicial District Court
texdistct18	ST	Texas 17th Judicial District Court
texdistct180	ST	Texas 179th Judicial District Court
texdistct181	ST	Texas 180th Judicial District Court
texdistct182	ST	Texas 181st Judicial District Court
texdistct183	ST	Texas 182nd Judicial District Court
texdistct184	ST	Texas 183rd Judicial District Court
texdistct185	ST	Texas 184th Judicial District Court
texdistct186	ST	Texas 185th Judicial District Court
texdistct187	ST	Texas 186th Judicial District Court
texdistct188	ST	Texas 187th Judicial District Court
texdistct189	ST	Texas 188th Judicial District Court
texdistct19	ST	Texas 18th Judicial District Court
texdistct190	ST	Texas 189th Judicial District Court
texdistct191	ST	Texas 190th Judicial District Court
texdistct192	ST	Texas 191st Judicial District Court
texdistct193	ST	Texas 192nd Judicial District Court
texdistct194	ST	Texas 193rd Judicial District Court
texdistct195	ST	Texas 194th Judicial District Court
texdistct196	ST	Texas 195th Judicial District Court
texdistct197	ST	Texas 196th Judicial District Court
texdistct198	ST	Texas 197th Judicial District Court
texdistct199	ST	Texas 198th Judicial District Court
texdistct2	ST	Texas 1A Judicial District Court
texdistct20	ST	Texas 19th Judicial District Court
texdistct200	ST	Texas 199th Judicial District Court
texdistct201	ST	Texas 200th Judicial District Court
texdistct202	ST	Texas 201st Judicial District Court
texdistct203	ST	Texas 202nd Judicial District Court
texdistct204	ST	Texas 203rd Judicial District Court
texdistct205	ST	Texas 204th Judicial District Court
texdistct206	ST	Texas 205th Judicial District Court
texdistct207	ST	Texas 206th Judicial District Court
texdistct208	ST	Texas 207th Judicial District Court
texdistct209	ST	Texas 208th Judicial District Court
texdistct21	ST	Texas 20th Judicial District Court
texdistct210	ST	Texas 209th Judicial District Court
texdistct211	ST	Texas 210th Judicial District Court
texdistct212	ST	Texas 211th Judicial District Court
texdistct213	ST	Texas 212th Judicial District Court
texdistct214	ST	Texas 213th Judicial District Court
texdistct215	ST	Texas 214th Judicial District Court
texdistct216	ST	Texas 215th Judicial District Court
texdistct217	ST	Texas 216th Judicial District Court
texdistct218	ST	Texas 217th Judicial District Court
texdistct219	ST	Texas 218th Judicial District Court
texdistct22	ST	Texas 21st Judicial District Court
texdistct220	ST	Texas 219th Judicial District Court
texdistct221	ST	Texas 220th Judicial District Court
texdistct222	ST	Texas 221st Judicial District Court
texdistct223	ST	Texas 222nd Judicial District Court
texdistct224	ST	Texas 223rd Judicial District Court
texdistct225	ST	Texas 224th Judicial District Court
texdistct226	ST	Texas 225th Judicial District Court
texdistct227	ST	Texas 226th Judicial District Court
texdistct228	ST	Texas 227th Judicial District Court
texdistct229	ST	Texas 228th Judicial District Court
texdistct23	ST	Texas 22nd Judicial District Court
texdistct230	ST	Texas 229th Judicial District Court
texdistct231	ST	Texas 230th Judicial District Court
texdistct232	ST	Texas 231st Judicial District Court
texdistct233	ST	Texas 232nd Judicial District Court
texdistct234	ST	Texas 233rd Judicial District Court
texdistct235	ST	Texas 234th Judicial District Court
texdistct236	ST	Texas 235th Judicial District Court
texdistct237	ST	Texas 236th Judicial District Court
texdistct238	ST	Texas 237th Judicial District Court
texdistct239	ST	Texas 238th Judicial District Court
texdistct24	ST	Texas 23rd Judicial District Court
texdistct240	ST	Texas 239th Judicial District Court
texdistct241	ST	Texas 240th Judicial District Court
texdistct242	ST	Texas 241st Judicial District Court
texdistct243	ST	Texas 242nd Judicial District Court
texdistct244	ST	Texas 243rd Judicial District Court
texdistct245	ST	Texas 244th Judicial District Court
texdistct246	ST	Texas 245th Judicial District Court
texdistct247	ST	Texas 246th Judicial District Court
texdistct248	ST	Texas 247th Judicial District Court
texdistct249	ST	Texas 248th Judicial District Court
texdistct25	ST	Texas 24th Judicial District Court
texdistct250	ST	Texas 249th Judicial District Court
texdistct251	ST	Texas 250th Judicial District Court
texdistct252	ST	Texas 251st Judicial District Court
texdistct253	ST	Texas 252nd Judicial District Court
texdistct254	ST	Texas 253rd Judicial District Court
texdistct255	ST	Texas 254th Judicial District Court
texdistct256	ST	Texas 255th Judicial District Court
texdistct257	ST	Texas 256th Judicial District Court
texdistct258	ST	Texas 257th Judicial District Court
texdistct259	ST	Texas 258th Judicial District Court
texdistct26	ST	Texas 25th Judicial District Court
texdistct260	ST	Texas 259th Judicial District Court
texdistct261	ST	Texas 260th Judicial District Court
texdistct262	ST	Texas 261st Judicial District Court
texdistct263	ST	Texas 262nd Judicial District Court
texdistct264	ST	Texas 263rd Judicial District Court
texdistct265	ST	Texas 264th Judicial District Court
texdistct266	ST	Texas 265th Judicial District Court
texdistct267	ST	Texas 266th Judicial District Court
texdistct268	ST	Texas 267th Judicial District Court
texdistct269	ST	Texas 268th Judicial District Court
texdistct27	ST	Texas 26th Judicial District Court
texdistct270	ST	Texas 269th Judicial District Court
texdistct271	ST	Texas 270th Judicial District Court
texdistct272	ST	Texas 271st Judicial District Court
texdistct273	ST	Texas 272nd Judicial District Court
texdistct274	ST	Texas 273rd Judicial District Court
texdistct275	ST	Texas 274th Judicial District Court
texdistct276	ST	Texas 275th Judicial District Court
texdistct277	ST	Texas 276th Judicial District Court
texdistct278	ST	Texas 277th Judicial District Court
texdistct279	ST	Texas 278th Judicial District Court
texdistct28	ST	Texas 27th Judicial District Court
texdistct280	ST	Texas 279th Judicial District Court
texdistct281	ST	Texas 280th Judicial District Court
texdistct282	ST	Texas 281st Judicial District Court
texdistct283	ST	Texas 282nd Judicial District Court
texdistct284	ST	Texas 283rd Judicial District Court
texdistct285	ST	Texas 284th Judicial District Court
texdistct286	ST	Texas 285th Judicial District Court
texdistct287	ST	Texas 286th Judicial District Court
texdistct288	ST	Texas 287th Judicial District Court
texdistct289	ST	Texas 288th Judicial District Court
texdistct29	ST	Texas 28th Judicial District Court
texdistct290	ST	Texas 289th Judicial District Court
texdistct291	ST	Texas 290th Judicial District Court
texdistct292	ST	Texas 291st Judicial District Court
texdistct293	ST	Texas 292nd Judicial District Court
texdistct294	ST	Texas 293rd Judicial District Court
texdistct295	ST	Texas 294th Judicial District Court
texdistct296	ST	Texas 295th Judicial District Court
texdistct297	ST	Texas 296th Judicial District Court
texdistct298	ST	Texas 297th Judicial District Court
texdistct299	ST	Texas 298th Judicial District Court
texdistct3	ST	Texas 2nd Judicial District Court
texdistct30	ST	Texas 29th Judicial District Court
texdistct300	ST	Texas 299th Judicial District Court
texdistct301	ST	Texas 300th Judicial District Court
texdistct302	ST	Texas 301st Judicial District Court
texdistct303	ST	Texas 302nd Judicial District Court
texdistct304	ST	Texas 303rd Judicial District Court
texdistct305	ST	Texas 304th Judicial District Court
texdistct306	ST	Texas 305th Judicial District Court
texdistct307	ST	Texas 306th Judicial District Court
texdistct308	ST	Texas 307th Judicial District Court
texdistct309	ST	Texas 308th Judicial District Court
texdistct31	ST	Texas 30th Judicial District Court
texdistct310	ST	Texas 309th Judicial District Court
texdistct311	ST	Texas 310th Judicial District Court
texdistct312	ST	Texas 311th Judicial District Court
texdistct313	ST	Texas 312th Judicial District Court
texdistct314	ST	Texas 313th Judicial District Court
texdistct315	ST	Texas 314th Judicial District Court
texdistct316	ST	Texas 315th Judicial District Court
texdistct317	ST	Texas 316th Judicial District Court
texdistct318	ST	Texas 317th Judicial District Court
texdistct319	ST	Texas 318th Judicial District Court
texdistct32	ST	Texas 31st Judicial District Court
texdistct320	ST	Texas 319th Judicial District Court
texdistct321	ST	Texas 320th Judicial District Court
texdistct322	ST	Texas 321st Judicial District Court
texdistct323	ST	Texas 322nd Judicial District Court
texdistct324	ST	Texas 323rd Judicial District Court
texdistct325	ST	Texas 324th Judicial District Court
texdistct326	ST	Texas 325th Judicial District Court
texdistct327	ST	Texas 326th Judicial District Court
texdistct328	ST	Texas 327th Judicial District Court
texdistct329	ST	Texas 328th Judicial District Court
texdistct33	ST	Texas 32nd Judicial District Court
texdistct330	ST	Texas 329th Judicial District Court
texdistct331	ST	Texas 330th Judicial District Court
texdistct332	ST	Texas 331st Judicial District Court
texdistct333	ST	Texas 332nd Judicial District Court
texdistct334	ST	Texas 333rd Judicial District Court
texdistct335	ST	Texas 334th Judicial District Court
texdistct336	ST	Texas 335th Judicial District Court
texdistct337	ST	Texas 336th Judicial District Court
texdistct338	ST	Texas 337th Judicial District Court
texdistct339	ST	Texas 338th Judicial District Court
texdistct34	ST	Texas 33rd Judicial District Court
texdistct340	ST	Texas 339th Judicial District Court
texdistct341	ST	Texas 340th Judicial District Court
texdistct342	ST	Texas 341st Judicial District Court
texdistct343	ST	Texas 342nd Judicial District Court
texdistct344	ST	Texas 343rd Judicial District Court
texdistct345	ST	Texas 344th Judicial District Court
texdistct346	ST	Texas 345th Judicial District Court
texdistct347	ST	Texas 346th Judicial District Court
texdistct348	ST	Texas 347th Judicial District Court
texdistct349	ST	Texas 348th Judicial District Court
texdistct35	ST	Texas 34th Judicial District Court
texdistct350	ST	Texas 349th Judicial District Court
texdistct351	ST	Texas 350th Judicial District Court
texdistct352	ST	Texas 351st Judicial District Court
texdistct353	ST	Texas 352nd Judicial District Court
texdistct354	ST	Texas 353rd Judicial District Court
texdistct355	ST	Texas 354th Judicial District Court
